Transaction_ID,Date,Sales_Rep,Branch_Code,Region,Product,Lead_Source,Customer_Segment,Customer_Age,Account_Tenure_Months,Revenue,Processing_Fee,Discount_Applied,Target_Achieved,CSAT_Score
TRX-10204,23-04-26 0:00,Morgan,BR-014,East,Mortgage,Email Campaign,Retail,26,37,12491.73,479.78,53.02,Yes,5
TRX-10205,03-10-25 0:00,Casey,BR-010,South,Wealth Management,Walk-in,Retail,56,74,10572.66,324.92,146.86,No,2
TRX-10206,27-11-25 0:00,Drew,BR-013,North,Mortgage,Walk-in,SME,22,73,47750.42,50.57,127.19,Yes,1
TRX-10207,26-08-25 0:00,Morgan,BR-011,South,Wealth Management,Website,SME,42,52,45966.82,452.3,175,No,2
TRX-10208,24-01-26 0:00,Sam,BR-009,West,Mortgage,Website,High Net Worth,52,71,2826.13,284.77,24.83,Yes,3
TRX-10209,16-10-25 0:00,Casey,BR-010,West,Personal Loan,Walk-in,SME,36,2,17271.24,168.2,183.02,Yes,1
TRX-10210,14-11-25 0:00,Jamie,BR-009,Central,Mortgage,Website,SME,38,118,20554.85,395.28,58.67,No,4
TRX-10211,07-12-25 0:00,Jamie,BR-015,Central,Personal Loan,Social Media,Corporate,25,56,12331.22,467,98.14,Yes,3
TRX-10212,23-07-26 0:00,Casey,BR-009,West,Mortgage,Email Campaign,High Net Worth,74,60,31629.21,267.66,131.58,No,5
TRX-10213,17-10-25 0:00,Jamie,BR-006,West,Wealth Management,Email Campaign,High Net Worth,56,23,32198.85,192,228.09,Yes,2
TRX-10214,20-03-26 0:00,Taylor,BR-015,West,Wealth Management,Walk-in,High Net Worth,50,103,42599.96,405.03,126.1,No,1
TRX-10215,03-03-26 0:00,Casey,BR-008,South,Wealth Management,Referral,Corporate,65,40,37173.03,356.8,188.71,No,3
TRX-10216,14-05-26 0:00,Morgan,BR-014,West,Auto Loan,Walk-in,SME,39,64,27357.38,449.94,180.51,No,3
TRX-10217,10-03-26 0:00,Casey,BR-011,East,Credit Card,Website,High Net Worth,43,103,32852.55,361.63,261.64,No,1
TRX-10218,07-12-25 0:00,Drew,BR-015,North,Wealth Management,Referral,High Net Worth,54,85,14062.44,159.59,21.38,No,5
TRX-10219,09-06-26 0:00,Jamie,BR-013,West,Personal Loan,Website,Retail,33,23,29856.28,469.25,170.85,No,5
TRX-10220,03-01-26 0:00,Taylor,BR-001,North,Wealth Management,Social Media,High Net Worth,63,29,24716.75,97.18,234.5,Yes,4
TRX-10221,12-08-25 0:00,Taylor,BR-010,South,Auto Loan,Website,SME,74,78,7100.55,170.57,20.7,Yes,5
TRX-10222,11-07-26 0:00,Sam,BR-004,North,Personal Loan,Social Media,SME,49,90,12505.94,284.09,21.48,No,4
TRX-10223,25-10-25 0:00,Morgan,BR-001,South,Auto Loan,Social Media,Retail,56,51,14938.83,304.58,20.23,No,3
TRX-10224,04-07-26 0:00,Jordan,BR-008,East,Personal Loan,Website,High Net Worth,42,69,46253.32,56.89,3.4,No,1
TRX-10225,28-03-26 0:00,Jordan,BR-001,South,Mortgage,Website,High Net Worth,72,119,11904.14,401.26,164.6,No,5
TRX-10226,11-05-26 0:00,Casey,BR-003,South,Credit Card,Social Media,High Net Worth,72,95,14817.57,212.72,292.02,No,4
TRX-10227,09-03-26 0:00,Sam,BR-013,Central,Credit Card,Referral,Corporate,67,89,18783.03,232.89,87.74,Yes,3
TRX-10228,19-01-26 0:00,Alex,BR-004,West,Auto Loan,Social Media,High Net Worth,56,31,33355.27,414.22,162.23,Yes,5
TRX-10229,20-03-26 0:00,Casey,BR-015,West,Credit Card,Email Campaign,SME,29,50,6352.8,220.68,193.59,Yes,2
TRX-10230,30-04-26 0:00,Sam,BR-015,East,Auto Loan,Social Media,SME,59,20,47720.29,71.25,51.04,Yes,3
TRX-10231,13-09-25 0:00,Morgan,BR-015,East,Auto Loan,Referral,Corporate,71,108,43345.78,129.4,171.69,Yes,5
TRX-10232,21-07-26 0:00,Morgan,BR-008,West,Auto Loan,Email Campaign,Corporate,39,55,29072.2,480.16,109.28,No,3
TRX-10233,03-12-25 0:00,Morgan,BR-006,Central,Credit Card,Walk-in,High Net Worth,58,81,33864.87,81.68,170.85,No,1
TRX-10234,26-05-26 0:00,Morgan,BR-014,West,Auto Loan,Walk-in,Retail,26,109,1324.69,209.72,68.63,Yes,1
TRX-10235,13-04-26 0:00,Morgan,BR-010,Central,Credit Card,Referral,Corporate,72,2,17277.77,276.43,112.32,Yes,1
TRX-10236,20-01-26 0:00,Sam,BR-012,East,Auto Loan,Social Media,Corporate,67,25,39885.18,271.98,14.63,Yes,2
TRX-10237,30-12-25 0:00,Sam,BR-007,North,Wealth Management,Website,High Net Worth,35,13,4335.41,51.78,229.4,Yes,1
TRX-10238,20-03-26 0:00,Taylor,BR-014,East,Auto Loan,Referral,High Net Worth,40,103,14474.53,275.52,85.41,Yes,2
TRX-10239,04-04-26 0:00,Drew,BR-008,East,Personal Loan,Email Campaign,Corporate,29,92,29472.19,222.7,177.52,Yes,1
TRX-10240,08-07-26 0:00,Jordan,BR-002,South,Auto Loan,Email Campaign,Retail,52,106,13192.44,487.44,73.57,Yes,3
TRX-10241,25-09-25 0:00,Jamie,BR-013,South,Mortgage,Walk-in,Corporate,24,119,46731.91,121.62,28.56,Yes,5
TRX-10242,10-02-26 0:00,Morgan,BR-010,South,Auto Loan,Email Campaign,High Net Worth,70,70,6987.4,209.37,208.77,No,5
TRX-10243,19-05-26 0:00,Alex,BR-014,South,Personal Loan,Referral,High Net Worth,38,67,39971.02,238.77,49.38,Yes,1
TRX-10244,15-06-26 0:00,Jamie,BR-011,Central,Personal Loan,Email Campaign,Corporate,25,58,25643.46,225.81,150.74,Yes,5
TRX-10245,20-12-25 0:00,Sam,BR-008,West,Credit Card,Referral,Retail,40,99,37641.37,349.62,193.62,Yes,1
TRX-10246,09-06-26 0:00,Alex,BR-003,North,Wealth Management,Website,Corporate,43,82,15880.41,146.98,155.91,Yes,1
TRX-10247,06-10-25 0:00,Alex,BR-007,East,Auto Loan,Walk-in,Corporate,31,75,25967.24,149.48,4.49,No,4
TRX-10248,09-03-26 0:00,Alex,BR-003,Central,Credit Card,Email Campaign,High Net Worth,57,118,42913.35,378.14,179.97,No,4
TRX-10249,29-08-25 0:00,Taylor,BR-015,North,Wealth Management,Referral,Retail,42,84,23610.47,275.13,139.08,Yes,4
TRX-10250,06-04-26 0:00,Sam,BR-007,Central,Auto Loan,Social Media,SME,24,64,18306.13,236.82,165.09,No,2
TRX-10251,19-06-26 0:00,Alex,BR-014,Central,Mortgage,Walk-in,Retail,49,69,27039.69,126.14,11.2,Yes,4
TRX-10252,25-05-26 0:00,Morgan,BR-011,East,Auto Loan,Website,Corporate,64,83,36009.46,134.39,96.02,No,1
TRX-10253,01-10-25 0:00,Casey,BR-015,West,Personal Loan,Referral,Corporate,54,86,22456.39,54.75,107.07,Yes,3
TRX-10254,05-11-25 0:00,Alex,BR-012,South,Personal Loan,Website,Corporate,33,59,46974.41,91.14,33.82,Yes,4
TRX-10255,19-04-26 0:00,Taylor,BR-013,West,Mortgage,Website,Retail,62,60,15099.82,300.58,64.49,No,4
TRX-10256,30-05-26 0:00,Jamie,BR-002,East,Credit Card,Email Campaign,High Net Worth,29,83,24035.45,451.34,132.06,No,3
TRX-10257,10-04-26 0:00,Sam,BR-010,East,Wealth Management,Email Campaign,Corporate,62,111,37967.92,179.22,166.64,No,1
TRX-10258,28-02-26 0:00,Drew,BR-006,East,Auto Loan,Referral,Corporate,51,62,34611.49,197.49,185.88,Yes,2
TRX-10259,27-06-26 0:00,Taylor,BR-003,North,Personal Loan,Social Media,Retail,27,16,43250.23,102.02,125.68,Yes,4
TRX-10260,31-03-26 0:00,Alex,BR-003,West,Credit Card,Referral,SME,24,88,49842.05,224.88,78.99,No,3
TRX-10261,19-01-26 0:00,Sam,BR-015,West,Mortgage,Social Media,SME,39,105,21629.49,66.75,50.81,Yes,1
TRX-10262,21-12-25 0:00,Casey,BR-009,Central,Personal Loan,Website,High Net Worth,62,68,6001.97,462.92,294.64,Yes,5
TRX-10263,07-10-25 0:00,Alex,BR-007,Central,Mortgage,Walk-in,High Net Worth,50,15,2005.59,352.9,294.9,Yes,2
TRX-10264,29-08-25 0:00,Taylor,BR-005,Central,Auto Loan,Referral,Corporate,51,89,36480.41,495.84,185,Yes,3
TRX-10265,27-08-25 0:00,Jordan,BR-012,East,Wealth Management,Referral,Retail,55,108,43763.68,447.27,157.13,Yes,3
TRX-10266,04-01-26 0:00,Morgan,BR-010,West,Personal Loan,Social Media,Corporate,41,55,11425.27,262.85,65.16,Yes,3
TRX-10267,19-08-25 0:00,Drew,BR-007,East,Personal Loan,Website,High Net Worth,51,35,8343.18,283.86,245.1,Yes,4
TRX-10268,06-01-26 0:00,Jamie,BR-009,North,Auto Loan,Website,Retail,39,55,3579.15,135.76,81.76,No,5
TRX-10269,19-11-25 0:00,Taylor,BR-001,Central,Credit Card,Social Media,Retail,51,14,41223.79,257.92,65.35,Yes,2
TRX-10270,08-09-25 0:00,Sam,BR-007,East,Wealth Management,Website,High Net Worth,73,49,15913.41,456.36,223.46,Yes,1
TRX-10271,08-05-26 0:00,Drew,BR-006,East,Personal Loan,Email Campaign,SME,52,83,20384,72.88,15.93,Yes,1
TRX-10272,27-11-25 0:00,Drew,BR-010,North,Wealth Management,Walk-in,SME,22,102,25386.13,438.6,9.71,Yes,5
TRX-10273,19-01-26 0:00,Drew,BR-014,South,Personal Loan,Referral,Retail,72,100,42052.94,203.43,89.59,Yes,3
TRX-10274,27-03-26 0:00,Alex,BR-012,West,Wealth Management,Walk-in,Corporate,30,7,32716.24,454.78,89.13,No,3
TRX-10275,16-04-26 0:00,Morgan,BR-009,South,Mortgage,Referral,SME,22,30,30945.7,473.4,179.13,Yes,3
TRX-10276,30-03-26 0:00,Alex,BR-001,Central,Personal Loan,Email Campaign,Corporate,22,83,9195.77,351.89,25.23,No,3
TRX-10277,22-09-25 0:00,Sam,BR-013,East,Wealth Management,Website,SME,44,49,25902.9,348.99,24.66,Yes,3
TRX-10278,28-12-25 0:00,Alex,BR-004,North,Credit Card,Social Media,SME,37,89,35911.36,253.74,29.49,Yes,5
TRX-10279,08-10-25 0:00,Jordan,BR-009,North,Mortgage,Email Campaign,Corporate,52,16,48676.41,425.99,5.95,No,4
TRX-10280,19-10-25 0:00,Morgan,BR-004,West,Mortgage,Walk-in,High Net Worth,36,111,10469.61,482.73,21.52,Yes,2
TRX-10281,02-10-25 0:00,Morgan,BR-010,South,Credit Card,Social Media,SME,36,118,972.4,398.79,131.97,Yes,3
TRX-10282,03-04-26 0:00,Sam,BR-003,West,Wealth Management,Website,SME,66,104,4227.42,329.87,86.32,Yes,4
TRX-10283,31-08-25 0:00,Jamie,BR-009,East,Auto Loan,Email Campaign,Corporate,59,51,19104.7,323.06,152.72,Yes,1
TRX-10284,25-07-26 0:00,Jordan,BR-013,West,Credit Card,Social Media,High Net Worth,73,72,41116.96,432.26,297.78,Yes,5
TRX-10285,16-03-26 0:00,Taylor,BR-002,North,Wealth Management,Email Campaign,SME,51,82,853.53,293.54,131.81,Yes,4
TRX-10286,17-03-26 0:00,Alex,BR-015,North,Credit Card,Email Campaign,SME,63,92,23108.16,411.74,10.09,Yes,3
TRX-10287,14-10-25 0:00,Casey,BR-004,Central,Credit Card,Website,High Net Worth,44,80,16796.92,279,31.36,Yes,3
TRX-10288,24-07-26 0:00,Alex,BR-015,Central,Personal Loan,Referral,SME,21,116,3097.84,78.1,176.2,No,3
TRX-10289,27-09-25 0:00,Drew,BR-006,East,Wealth Management,Social Media,High Net Worth,31,83,22786.7,222.78,158.25,No,4
TRX-10290,26-01-26 0:00,Alex,BR-002,South,Auto Loan,Website,High Net Worth,41,42,13110.06,250,247.46,No,3
TRX-10291,10-02-26 0:00,Taylor,BR-015,West,Personal Loan,Email Campaign,Corporate,24,17,17918.3,113.73,171.32,Yes,4
TRX-10292,18-05-26 0:00,Alex,BR-008,East,Credit Card,Website,Retail,27,63,35427.96,96.12,185.53,No,3
TRX-10293,26-03-26 0:00,Jordan,BR-008,Central,Credit Card,Referral,High Net Worth,46,45,26316.77,290.96,284.96,No,1
TRX-10294,27-10-25 0:00,Jordan,BR-001,West,Credit Card,Social Media,Corporate,67,77,6670.05,88.31,110.97,No,1
TRX-10295,01-09-25 0:00,Morgan,BR-012,Central,Wealth Management,Referral,Retail,70,7,48090.02,186.33,68.2,Yes,2
TRX-10296,09-12-25 0:00,Sam,BR-003,West,Wealth Management,Walk-in,SME,32,27,31977.58,385.07,192.37,Yes,3
TRX-10297,02-11-25 0:00,Jamie,BR-010,South,Personal Loan,Social Media,Retail,51,10,38410.49,483.99,109.48,No,3
TRX-10298,10-12-25 0:00,Casey,BR-009,East,Auto Loan,Referral,High Net Worth,37,34,4421.05,373.04,19.27,Yes,4
TRX-10299,07-03-26 0:00,Drew,BR-005,West,Personal Loan,Email Campaign,High Net Worth,53,36,2829.39,496.68,192.84,Yes,4
TRX-10300,12-07-26 0:00,Alex,BR-006,North,Mortgage,Social Media,High Net Worth,31,25,1462.68,364.25,176.31,No,3
TRX-10301,21-08-25 0:00,Alex,BR-004,North,Credit Card,Social Media,High Net Worth,48,6,9845.3,182.21,268.74,No,2
TRX-10302,09-01-26 0:00,Taylor,BR-010,West,Credit Card,Website,High Net Worth,52,24,21013.22,352.42,195.96,No,3
TRX-10303,22-11-25 0:00,Sam,BR-002,West,Credit Card,Email Campaign,Corporate,21,18,46823.39,365.97,69.81,No,4
TRX-10304,18-04-26 0:00,Jordan,BR-011,West,Personal Loan,Walk-in,High Net Worth,67,87,23124.45,217.28,289.88,Yes,3
TRX-10305,07-08-25 0:00,Casey,BR-008,North,Personal Loan,Referral,Corporate,48,6,14867.63,57.97,160.32,Yes,4
TRX-10306,16-10-25 0:00,Morgan,BR-011,North,Credit Card,Website,SME,73,29,28315.8,366.44,126.08,Yes,3
TRX-10307,02-01-26 0:00,Jordan,BR-013,West,Personal Loan,Referral,High Net Worth,62,25,6040.76,59.77,87.88,Yes,5
TRX-10308,07-04-26 0:00,Drew,BR-006,Central,Wealth Management,Walk-in,High Net Worth,27,55,30670.54,334.03,112.06,Yes,4
TRX-10309,23-07-26 0:00,Sam,BR-005,Central,Wealth Management,Walk-in,Retail,22,81,28637.38,123.63,133.99,Yes,2
TRX-10310,27-07-26 0:00,Drew,BR-009,South,Personal Loan,Social Media,SME,62,46,39703.66,304.52,14.4,Yes,5
TRX-10311,16-12-25 0:00,Jamie,BR-001,East,Credit Card,Walk-in,High Net Worth,44,24,49341.04,276.76,77.01,No,3
TRX-10312,02-11-25 0:00,Morgan,BR-005,Central,Personal Loan,Referral,High Net Worth,24,75,12918.24,56.08,214.17,No,4
TRX-10313,09-03-26 0:00,Jamie,BR-006,North,Personal Loan,Email Campaign,SME,64,26,25727.99,213.29,96,No,5
TRX-10314,20-10-25 0:00,Taylor,BR-005,Central,Personal Loan,Email Campaign,Corporate,39,115,45488.84,320.49,80.48,No,2
TRX-10315,10-02-26 0:00,Drew,BR-006,South,Mortgage,Social Media,High Net Worth,46,98,39366.9,431.87,45.44,Yes,4
TRX-10316,04-01-26 0:00,Taylor,BR-006,South,Wealth Management,Referral,Retail,31,28,24626.61,449.89,88.37,No,5
TRX-10317,30-09-25 0:00,Alex,BR-007,East,Auto Loan,Referral,High Net Worth,60,3,47295.9,267.73,231.21,Yes,5
TRX-10318,09-05-26 0:00,Jamie,BR-004,Central,Auto Loan,Walk-in,Retail,70,75,3333.22,377.79,52.8,No,5
TRX-10319,25-09-25 0:00,Sam,BR-014,North,Mortgage,Referral,Retail,63,38,46584.43,192.4,1.08,No,1
TRX-10320,23-01-26 0:00,Drew,BR-011,North,Personal Loan,Website,High Net Worth,31,61,3000.12,203.98,200.55,No,3
TRX-10321,09-11-25 0:00,Casey,BR-014,West,Mortgage,Walk-in,High Net Worth,65,78,27591.58,137.51,291.8,Yes,4
TRX-10322,28-04-26 0:00,Morgan,BR-014,North,Mortgage,Website,Retail,23,51,44576.83,302.88,121.37,Yes,4
TRX-10323,23-04-26 0:00,Jordan,BR-014,East,Credit Card,Social Media,SME,32,90,13504.69,191.55,23.98,Yes,4
TRX-10324,29-04-26 0:00,Sam,BR-015,East,Wealth Management,Email Campaign,SME,23,48,23876.3,87.97,64.15,Yes,5
TRX-10325,24-05-26 0:00,Sam,BR-008,North,Auto Loan,Social Media,High Net Worth,62,21,16554.28,358.25,260.3,Yes,3
TRX-10326,08-02-26 0:00,Taylor,BR-007,North,Personal Loan,Email Campaign,Corporate,47,54,47631.12,368.49,46.51,Yes,2
TRX-10327,19-05-26 0:00,Jamie,BR-009,West,Auto Loan,Social Media,SME,69,56,41270.46,212,121.54,Yes,4
TRX-10328,08-03-26 0:00,Drew,BR-007,North,Auto Loan,Referral,High Net Worth,74,103,35595.57,84.53,120.8,Yes,3
TRX-10329,28-01-26 0:00,Drew,BR-003,West,Wealth Management,Website,SME,22,94,29587.54,241.83,41.57,No,3
TRX-10330,12-04-26 0:00,Alex,BR-003,West,Auto Loan,Email Campaign,Corporate,69,59,41119.29,249.05,162.68,Yes,1
TRX-10331,01-09-25 0:00,Alex,BR-015,North,Auto Loan,Walk-in,High Net Worth,36,72,19917.22,350.9,222.86,No,4
TRX-10332,17-09-25 0:00,Morgan,BR-008,South,Mortgage,Website,Corporate,22,51,22653.82,191.94,132.32,No,5
TRX-10333,23-01-26 0:00,Taylor,BR-005,South,Wealth Management,Walk-in,High Net Worth,74,20,36635.09,357.17,70.9,Yes,3
TRX-10334,05-09-25 0:00,Sam,BR-004,West,Credit Card,Website,Corporate,50,112,18208.86,442.17,19.57,No,3
TRX-10335,25-03-26 0:00,Drew,BR-008,North,Personal Loan,Website,SME,40,96,3663.1,156.87,115.23,Yes,2
TRX-10336,04-06-26 0:00,Casey,BR-015,South,Auto Loan,Social Media,SME,58,86,4179.56,490.51,110.74,Yes,1
TRX-10337,28-04-26 0:00,Taylor,BR-006,North,Personal Loan,Email Campaign,Corporate,48,59,6210.46,223.87,37.68,Yes,3
TRX-10338,20-09-25 0:00,Morgan,BR-002,North,Credit Card,Email Campaign,Corporate,45,71,43549.23,170.27,11.25,Yes,3
TRX-10339,09-07-26 0:00,Morgan,BR-004,North,Personal Loan,Website,Corporate,52,9,23875.21,239.68,16.14,Yes,5
TRX-10340,11-02-26 0:00,Taylor,BR-012,Central,Credit Card,Referral,High Net Worth,30,109,35787.68,92.48,297.83,Yes,5
TRX-10341,13-09-25 0:00,Morgan,BR-011,North,Mortgage,Referral,SME,62,1,19949.01,106.57,156.72,Yes,2
TRX-10342,05-10-25 0:00,Taylor,BR-004,Central,Auto Loan,Walk-in,High Net Worth,60,29,13306.19,236.5,276.6,Yes,2
TRX-10343,03-07-26 0:00,Jordan,BR-015,West,Credit Card,Walk-in,SME,53,63,17686.01,393.1,39.01,Yes,2
TRX-10344,13-08-25 0:00,Taylor,BR-006,South,Personal Loan,Social Media,Retail,33,72,39812.03,455.14,192.11,Yes,5
TRX-10345,08-12-25 0:00,Jamie,BR-006,South,Auto Loan,Website,High Net Worth,61,56,31448.2,349.17,42.8,Yes,5
TRX-10346,19-12-25 0:00,Taylor,BR-001,South,Mortgage,Walk-in,SME,74,118,46913.17,97.35,101.82,Yes,1
TRX-10347,18-08-25 0:00,Morgan,BR-014,South,Auto Loan,Walk-in,SME,62,68,34145.39,352.41,165.94,Yes,4
TRX-10348,30-06-26 0:00,Drew,BR-008,South,Credit Card,Website,High Net Worth,67,35,28723.99,335.94,104.94,Yes,4
TRX-10349,28-12-25 0:00,Jamie,BR-006,South,Mortgage,Social Media,High Net Worth,57,3,30704.7,412.59,127.46,Yes,1
TRX-10350,01-10-25 0:00,Morgan,BR-003,South,Personal Loan,Walk-in,SME,74,118,47147.39,421.36,25.64,No,4
TRX-10351,05-12-25 0:00,Alex,BR-014,West,Mortgage,Social Media,High Net Worth,36,109,39515.95,440.69,36.87,Yes,5
TRX-10352,27-04-26 0:00,Alex,BR-009,North,Mortgage,Email Campaign,Corporate,65,104,1690.04,236.36,123.91,No,4
TRX-10353,02-05-26 0:00,Drew,BR-002,East,Wealth Management,Social Media,High Net Worth,42,7,26939.91,364.04,202.67,No,5
TRX-10354,31-05-26 0:00,Drew,BR-015,Central,Mortgage,Referral,High Net Worth,40,27,34572.75,170.71,233.2,Yes,1
TRX-10355,14-09-25 0:00,Jamie,BR-011,East,Mortgage,Referral,High Net Worth,70,1,37560.57,499.7,167.01,Yes,2
TRX-10356,23-02-26 0:00,Jordan,BR-008,East,Auto Loan,Social Media,SME,63,91,11050.53,128.9,129.15,No,1
TRX-10357,18-11-25 0:00,Drew,BR-010,North,Personal Loan,Referral,Corporate,47,80,43425.28,54.55,2.7,No,4
TRX-10358,08-10-25 0:00,Alex,BR-003,North,Auto Loan,Email Campaign,Retail,61,102,47814.24,116.96,32.43,Yes,5
TRX-10359,20-11-25 0:00,Taylor,BR-013,North,Auto Loan,Website,Retail,36,71,12217.41,399.14,196.98,No,4
TRX-10360,03-09-25 0:00,Morgan,BR-012,South,Credit Card,Referral,Corporate,54,44,44189.47,251.05,15.2,No,4
TRX-10361,03-05-26 0:00,Alex,BR-005,West,Auto Loan,Referral,Corporate,52,87,5300.45,251.38,135.76,Yes,2
TRX-10362,28-03-26 0:00,Alex,BR-006,South,Wealth Management,Social Media,Corporate,46,41,3257.49,479.76,35.22,No,4
TRX-10363,28-05-26 0:00,Jordan,BR-010,West,Wealth Management,Email Campaign,SME,45,75,6896.58,463.84,143.34,Yes,2
TRX-10364,15-02-26 0:00,Jamie,BR-006,West,Credit Card,Website,Retail,22,42,3358.18,190.04,141.2,Yes,5
TRX-10365,02-03-26 0:00,Jamie,BR-004,East,Personal Loan,Social Media,Corporate,32,117,42328.11,144.08,46.84,No,5
TRX-10366,19-05-26 0:00,Sam,BR-003,East,Personal Loan,Social Media,SME,60,33,3422.98,431.82,53.93,No,2
TRX-10367,15-09-25 0:00,Jordan,BR-004,West,Auto Loan,Email Campaign,Retail,29,50,13947.38,457.71,130.95,Yes,1
TRX-10368,24-10-25 0:00,Taylor,BR-001,West,Auto Loan,Website,High Net Worth,32,63,5635.94,293.72,117.03,Yes,5
TRX-10369,12-06-26 0:00,Jamie,BR-004,South,Auto Loan,Email Campaign,SME,46,100,15123.39,333.24,38.91,Yes,1
TRX-10370,02-02-26 0:00,Morgan,BR-001,South,Personal Loan,Website,Retail,29,37,4982.69,165.61,146.34,No,5
TRX-10371,08-02-26 0:00,Drew,BR-012,East,Mortgage,Email Campaign,SME,30,105,33566.16,410.36,30.83,No,5
TRX-10372,21-11-25 0:00,Jordan,BR-015,North,Wealth Management,Social Media,Retail,52,59,7099.68,334.46,171.13,No,3
TRX-10373,09-04-26 0:00,Drew,BR-001,West,Mortgage,Social Media,Retail,54,81,42666.37,276.58,102.93,No,4
TRX-10374,25-10-25 0:00,Alex,BR-010,South,Mortgage,Walk-in,High Net Worth,68,99,40950.96,77.05,31.71,Yes,4
TRX-10375,29-03-26 0:00,Morgan,BR-014,East,Personal Loan,Referral,SME,40,48,1176.25,462.17,138.81,Yes,1
TRX-10376,12-01-26 0:00,Morgan,BR-006,South,Mortgage,Email Campaign,Corporate,59,5,44838.45,326.95,103.83,Yes,4
TRX-10377,03-01-26 0:00,Alex,BR-005,West,Credit Card,Walk-in,High Net Worth,22,48,1932.74,136.71,89.42,No,1
TRX-10378,05-03-26 0:00,Jordan,BR-014,West,Auto Loan,Referral,High Net Worth,21,96,12362.47,322.87,126.77,Yes,5
TRX-10379,03-07-26 0:00,Alex,BR-011,Central,Credit Card,Email Campaign,Retail,71,3,2103.26,354.86,59.67,Yes,3
TRX-10380,01-03-26 0:00,Drew,BR-015,North,Wealth Management,Website,Corporate,56,116,17124.25,286.6,52.61,Yes,3
TRX-10381,24-02-26 0:00,Sam,BR-004,Central,Auto Loan,Referral,SME,44,47,25936.39,373.15,32.72,Yes,5
TRX-10382,29-09-25 0:00,Morgan,BR-013,East,Mortgage,Social Media,Corporate,74,62,39933.92,311.65,72.55,Yes,2
TRX-10383,11-02-26 0:00,Casey,BR-011,South,Wealth Management,Walk-in,Corporate,47,99,17230.09,476.5,50.2,Yes,2
TRX-10384,27-06-26 0:00,Casey,BR-003,East,Auto Loan,Referral,Corporate,22,116,35421.76,74.16,136.69,Yes,4
TRX-10385,01-01-26 0:00,Drew,BR-001,West,Mortgage,Referral,Corporate,51,14,9781.47,97.81,136.78,Yes,1
TRX-10386,10-08-25 0:00,Taylor,BR-006,Central,Credit Card,Social Media,Corporate,34,63,37654.62,128.15,100.37,Yes,3
TRX-10387,25-05-26 0:00,Jamie,BR-002,Central,Auto Loan,Email Campaign,Retail,22,112,12181.83,360.58,155.59,Yes,4
TRX-10388,07-01-26 0:00,Alex,BR-008,Central,Mortgage,Website,Retail,49,61,7605.47,340.52,168.27,Yes,5
TRX-10389,26-04-26 0:00,Alex,BR-010,East,Credit Card,Social Media,High Net Worth,35,31,9677.74,451.43,173.92,No,3
TRX-10390,14-05-26 0:00,Taylor,BR-005,West,Wealth Management,Website,Retail,32,95,9512.12,379.79,123.79,Yes,1
TRX-10391,28-11-25 0:00,Taylor,BR-007,South,Wealth Management,Email Campaign,High Net Worth,57,17,25886.71,278.76,84.87,No,1
TRX-10392,01-08-25 0:00,Drew,BR-010,South,Wealth Management,Referral,High Net Worth,48,24,42317.48,496.32,268.46,No,2
TRX-10393,02-05-26 0:00,Drew,BR-012,East,Wealth Management,Website,SME,40,116,4440.45,169.75,4.84,Yes,4
TRX-10394,28-07-26 0:00,Taylor,BR-002,Central,Personal Loan,Walk-in,Corporate,59,23,35494.34,424.94,69.72,Yes,5
TRX-10395,28-10-25 0:00,Morgan,BR-013,North,Auto Loan,Walk-in,Retail,44,82,32890.15,242.06,144.36,No,3
TRX-10396,30-03-26 0:00,Drew,BR-008,East,Auto Loan,Social Media,SME,41,50,43689.74,341.93,16.02,No,1
TRX-10397,16-07-26 0:00,Sam,BR-002,East,Personal Loan,Email Campaign,Retail,30,118,12585.3,377.27,36.63,No,3
TRX-10398,13-09-25 0:00,Drew,BR-004,West,Mortgage,Social Media,High Net Worth,66,78,22780.44,335.19,176.79,No,5
TRX-10399,11-03-26 0:00,Alex,BR-001,South,Mortgage,Social Media,Retail,34,114,46328.46,113.23,112,Yes,3
TRX-10400,21-05-26 0:00,Drew,BR-015,East,Wealth Management,Social Media,Corporate,57,79,33169.68,249.33,147.79,Yes,4
TRX-10401,16-01-26 0:00,Morgan,BR-005,East,Credit Card,Walk-in,High Net Worth,38,79,19744.04,302.65,243.78,Yes,2
TRX-10402,19-09-25 0:00,Taylor,BR-009,Central,Mortgage,Walk-in,High Net Worth,44,70,7004.91,432.07,38.58,Yes,3
TRX-10403,18-07-26 0:00,Alex,BR-001,Central,Credit Card,Social Media,SME,34,27,13493.01,249.64,3.68,Yes,2
TRX-10404,18-04-26 0:00,Drew,BR-009,North,Auto Loan,Walk-in,Corporate,54,15,29270.17,463.44,137.93,No,5
TRX-10405,26-03-26 0:00,Morgan,BR-011,West,Credit Card,Email Campaign,High Net Worth,32,50,36049.31,248.17,90.42,Yes,2
TRX-10406,03-02-26 0:00,Sam,BR-015,North,Auto Loan,Social Media,Corporate,42,36,6658.88,296.95,125.2,Yes,3
TRX-10407,19-05-26 0:00,Drew,BR-008,Central,Personal Loan,Walk-in,Retail,26,119,30180.06,408.33,30.11,No,3
TRX-10408,23-06-26 0:00,Morgan,BR-006,South,Personal Loan,Website,Corporate,56,8,27742.39,312.38,93.81,No,1
TRX-10409,11-03-26 0:00,Sam,BR-007,Central,Wealth Management,Social Media,High Net Worth,65,79,25940.79,482.1,151.32,Yes,3
